0,0,264,0,0,0,0,0,0,36,293,451,75,484,1129,0,0,786,168,0,0,5,0,0,88,242,0,158,0,26,0,0,0,0,326,0,0,35,0,0,0,0,0,0,0,0,0,0,128,0,0,0,172,432,228,109,0,85,0,211,0,0,0,32,0,0,0,0,307,0,148,0,0,0,323,0,0,269,205,408,0,0,0,0,222,16,0,0,0,0,0,0,0,0,0,0,388,0,0,1188
36,0,0,0,0,0,174,7,0,312,108,0,0,0,0,0,92,0,11,130,26,136,288,0,47,0,0,72,0,324,0,0,0,0,0,0,0,335,706,0,217,0,0,0,0,104,0,0,11,17,0,156,62,46,61,207,51,191,0,101,0,109,0,0,0,0,0,12,141,229,106,0,0,0,32,203,0,130,33,41,0,0,0,0,113,1,0,0,0,0,197,0,0,0,190,0,0,0,0,3
0,0,0,211,0,10,38,0,0,29,16,0,0,0,0,0,0,0,0,0,46,6,24,0,12,0,0,36,0,29,28,0,0,0,0,0,0,66,18,63,77,0,0,32,0,0,0,0,64,0,27,0,14,0,32,7,55,0,7,61,0,2,0,0,15,0,0,0,39,0,82,0,0,0,32,147,26,7,400,5,16,0,1,0,72,0,7,0,34,5,0,0,6,33,21,0,0,0,0,13
0,0,0,144,0,0,0,0,0,195,614,111,0,0,0,0,0,0,0,45,0,112,0,0,445,0,0,67,0,71,0,0,0,288,0,0,0,8,0,73,0,0,0,0,0,0,0,0,248,178,0,0,133,0,16,68,0,0,126,110,0,0,0,0,3,0,0,0,229,0,14,0,0,0,343,0,0,101,135,63,0,447,0,0,125,190,0,0,1,257,265,0,155,0,189,137,0,0,0,180
0,0,0,0,0,7,0,0,0,227,78,0,0,0,0,0,0,216,1370,0,0,103,0,0,5,15,0,82,0,17,0,0,0,0,89,0,0,448,0,0,57,0,0,0,0,38,0,0,32,0,0,0,229,0,55,95,0,0,0,18,138,0,0,0,0,0,0,0,77,0,31,0,0,0,10,0,39,982,375,179,0,0,0,0,38,25,0,0,0,42,0,172,0,0,0,1,144,408,0,59
0,0,0,2,0,0,0,13,0,90,43,56,48,0,0,0,0,0,13,0,7,21,0,0,4,0,0,54,0,140,0,29,0,5,0,0,0,28,0,0,0,0,0,0,0,371,2,0,46,0,0,0,57,0,34,52,28,0,0,48,0,52,0,0,686,0,0,0,8,0,37,0,118,0,16,0,0,29,119,43,0,0,0,0,25,71,0,0,0,0,70,0,11,0,0,0,0,0,0,6
0,0,0,29,0,0,0,0,0,108,618,196,0,0,0,0,0,63,0,0,0,550,401,0,40,0,0,55,60,25,89,0,0,22,124,0,0,11,0,0,366,0,0,0,39,0,0,78,727,0,0,0,1713,0,23,143,29,0,25,429,0,0,69,0,0,0,0,0,53,320,3,0,0,132,6,0,2,139,37,42,20,0,0,0,100,16,29,0,0,0,0,35,23,11,0,0,70,0,18,3
24,0,0,0,0,0,10,0,0,3,28,0,0,0,27,0,37,0,0,0,0,370,0,410,26,0,0,5,2,67,0,0,6,0,0,0,0,24,0,0,25,0,0,0,0,0,0,0,121,0,0,0,53,12,23,43,0,9,0,48,0,8,0,8,0,0,0,27,37,40,7,0,0,0,19,0,0,7,4,15,0,4,4,0,1,9,0,0,29,0,27,0,62,0,3,0,0,0,0,4
0,0,0,0,0,0,0,118,0,264,326,53,196,0,0,0,0,244,0,0,0,129,0,0,203,0,275,5,0,231,0,0,0,0,0,0,519,78,0,10,55,513,0,0,0,0,311,0,217,0,0,0,202,167,5,208,556,48,0,105,0,0,0,0,0,0,0,0,40,747,80,0,0,0,38,0,432,58,154,4,0,0,0,0,194,434,0,0,0,0,273,0,0,188,0,89,152,0,0,201
0,0,0,41,0,0,0,0,0,269,788,0,89,47,0,0,0,117,0,0,0,7,34,0,1325,0,0,19,17,99,0,0,0,0,0,0,0,24,210,0,0,0,31,0,0,7,0,0,71,0,0,297,32,33,44,13,0,0,0,50,0,0,0,0,0,0,0,0,6,90,50,0,34,0,136,0,27,61,7,100,0,0,0,0,4,41,0,0,0,0,7,0,0,59,0,0,146,0,0,22
0,0,0,0,0,0,0,0,0,0,211,0,0,0,0,0,0,36,32,0,0,55,0,0,33,0,0,26,0,36,0,28,0,99,10,49,0,76,34,0,0,0,0,0,0,99,0,0,86,0,0,0,37,0,13,74,0,0,0,52,0,0,0,2,2,0,0,0,97,0,6,0,20,0,51,0,10,86,23,7,755,28,0,0,1661,1,31,0,0,0,104,81,145,0,0,0,0,8,0,3
